GeneID,GeneName,log2FC,P.Value,adj.P.Value
ENSG00000106803,SEC61B,0.121183738,0.796686468,1
ENSG00000106804,C5,-1.860601621,0.00160462,0.0660141
ENSG00000106809,OGN,-1.866450555,0.019672242,0.174795979
ENSG00000106819,ASPN,1.99465932,0.019319162,0.174155315
ENSG00000106823,ECM2,-1.291312757,0.015104798,0.161116965
ENSG00000106829,TLE4,-1.148248602,0.011865509,0.148307829
ENSG00000106852,LHX6,-0.614686815,0.402891579,0.702916192
ENSG00000106853,PTGR1,0.620173696,0.15640284,0.417374887
ENSG00000106868,SUSD1,-0.702505745,0.056349282,0.253716493
ENSG00000106927,AMBP,2.024778177,0.031672915,0.203362303
ENSG00000106948,AKNA,-0.757379817,0.043085071,0.226458633
ENSG00000106952,TNFSF8,-0.99516309,0.115767941,0.362966792
ENSG00000106976,DNM1,1.95518446,0.005477551,0.112246022
ENSG00000106991,ENG,-2.487865123,0.000125194,0.019316664
ENSG00000106992,AK1,-1.582327147,0.01414404,0.15856771
ENSG00000106993,CDC37L1,-0.395745914,0.289531204,0.560967329
ENSG00000107014,RLN2,0.15128757,0.843875287,1
ENSG00000107018,RLN1,0.435483645,0.609977015,0.921111235
ENSG00000107020,PLGRKT,1.078901293,0.111825814,0.354856797
ENSG00000107021,TBC1D13,-0.354302574,0.468923315,0.775042052
ENSG00000107036,RIC1,0.097665729,0.801483826,1
ENSG00000107077,KDM4C,0.229591851,0.580613244,0.891436027
ENSG00000107099,DOCK8,-1.309044807,0.002552218,0.081850984
ENSG00000107104,KANK1,-1.105110032,0.003342455,0.092166803
ENSG00000107105,ELAVL2,5.913427256,0.002332354,0.078765557
ENSG00000107130,NCS1,1.469921564,0.023384006,0.185345655
ENSG00000107140,TESK1,-0.379021822,0.423961565,0.727555518
ENSG00000107147,KCNT1,0.246975732,0.747816811,1
ENSG00000107159,CA9,8.005708271,0.000182646,0.022544831
ENSG00000107164,FUBP3,-0.028057056,0.928294801,1
ENSG00000107165,TYRP1,-2.369935992,0.000504138,0.03741321
ENSG00000107175,CREB3,-0.171189744,0.701389665,1
ENSG00000107185,RGP1,-0.287688501,0.486461535,0.79385514
ENSG00000107186,MPDZ,-0.529079215,0.180288351,0.459170472
ENSG00000107187,LHX3,3.920916731,0.006006003,0.116517891
ENSG00000107201,DDX58,-0.447817736,0.181734392,0.461299365
ENSG00000107223,EDF1,0.270996543,0.645325906,0.954579967
ENSG00000107242,PIP5K1B,-2.815097962,8.90E-05,0.016816931
ENSG00000107249,GLIS3,0.332958224,0.482844785,0.790148841
ENSG00000107262,BAG1,-0.448444156,0.338287756,0.622680495
ENSG00000107263,RAPGEF1,-1.270094211,0.00645899,0.119419782
ENSG00000107281,NPDC1,0.031574826,0.960584643,1
ENSG00000107282,APBA1,-0.283923106,0.561956925,0.872528235
ENSG00000107290,SETX,-0.28171566,0.424613232,0.728192189
ENSG00000107295,SH3GL2,0.56168304,0.675421315,0.983642522
ENSG00000107317,PTGDS,-2.893312778,8.80E-05,0.016816931
ENSG00000107331,ABCA2,0.384966599,0.426805947,0.730672699
ENSG00000107338,SHB,-0.794567257,0.071796187,0.283320204
ENSG00000107341,UBE2R2,-0.168707271,0.600627699,0.912093327
ENSG00000107362,ABHD17B,-0.261119992,0.451321835,0.758819607
ENSG00000107371,EXOSC3,0.480665426,0.194107951,0.467495194
ENSG00000107372,ZFAND5,-0.80187093,0.049692872,0.238783984
ENSG00000107404,DVL1,0.294256266,0.558573788,0.869070689
ENSG00000107438,PDLIM1,-1.651298414,0.003826767,0.097543827
ENSG00000107443,CCNJ,0.457966012,0.286851556,0.560967329
ENSG00000107447,DNTT,3.705664063,0.046999099,0.232860829
ENSG00000107485,GATA3,-1.258086869,0.014401473,0.159134663
ENSG00000107518,ATRNL1,0.511747218,0.538945698,0.849169059
ENSG00000107521,HPS1,-1.010351184,0.028840371,0.197548241
ENSG00000107537,PHYH,-0.457622987,0.271671182,0.560967329
ENSG00000107551,RASSF4,0.073706431,0.832982513,1
ENSG00000107554,DNMBP,-0.308270883,0.422156463,0.725418756
ENSG00000107560,RAB11FIP2,-0.760987307,0.045813289,0.230013624
ENSG00000107562,CXCL12,-0.935773516,0.048427464,0.236315044
ENSG00000107566,ERLIN1,-0.044422844,0.897731263,1
ENSG00000107581,EIF3A,-0.325918703,0.426954557,0.730860456
ENSG00000107593,PKD2L1,-0.016231335,0.984975335,1
ENSG00000107611,CUBN,2.187792267,0.025597689,0.189929107
ENSG00000107614,TRDMT1,-0.039064044,0.927204112,1
ENSG00000107625,DDX50,-0.28885484,0.389171659,0.686418547
ENSG00000107643,MAPK8,0.065571926,0.815685571,1
ENSG00000107651,SEC23IP,0.105617978,0.717710287,1
ENSG00000107669,ATE1,-0.555260869,0.062490199,0.265588834
ENSG00000107672,NSMCE4A,-0.180386062,0.588187128,0.899070537
ENSG00000107679,PLEKHA1,-0.883964557,0.016824494,0.167046918
ENSG00000107719,PALD1,-2.130372552,3.84E-05,0.011205408
ENSG00000107731,UNC5B,-0.25446522,0.640208187,0.949573588
ENSG00000107736,CDH23,-1.74938859,0.001312835,0.059754583
ENSG00000107738,VSIR,-2.04514111,0.000141612,0.020212213
ENSG00000107742,SPOCK2,-4.329527216,4.21E-08,0.000852698
ENSG00000107745,MICU1,-0.684175853,0.036215694,0.212770408
ENSG00000107758,PPP3CB,-0.287464734,0.31165468,0.587679189
ENSG00000107771,CCSER2,-0.675012532,0.060196874,0.260351668
ENSG00000107779,BMPR1A,-0.82432689,0.010789106,0.143723559
ENSG00000107789,MINPP1,0.529738599,0.182755941,0.463017953
ENSG00000107796,ACTA2,-0.807284837,0.137815052,0.38215055
ENSG00000107798,LIPA,-1.761955477,0.000957482,0.051339287
ENSG00000107807,TLX1,5.987911353,0.006167944,0.117609
ENSG00000107815,TWNK,1.030654127,0.093887675,0.316886619
ENSG00000107816,LZTS2,-0.147181495,0.735721756,1
ENSG00000107819,SFXN3,-0.536649928,0.191224846,0.463952491
ENSG00000107821,KAZALD1,0.94003186,0.152064809,0.409792755
ENSG00000107829,FBXW4,-1.569299564,0.002296459,0.078297558
ENSG00000107831,FGF8,-0.582121859,0.60325507,0.914613501
ENSG00000107833,NPM3,1.989541524,0.00657428,0.120131342
ENSG00000107854,TNKS2,-0.433014535,0.153733228,0.412778425
