ORF	GPL51-01 (GSM854) heat shock 05 min	GPL51-02 (GSM855) heat shock 10 min	GPL51-03 (GSM856) heat shock 15 min	GPL51-05 (GSM864) heat shock 20 min repeat	GPL51-06 (GSM865) heat shock 40 min	GPL51-07 (GSM868) heat shock 60 min	GPL51-08 (GSM872) heat shock 80 min
RPA12	-1.431	-1.953	-2.476	-1.966	-1.408	0.0	0.0
DAN1	0	0.0	0.0	0.0	0	-1.124	-4.17
DAL5	0	0.0	0.0	0	0	0.0	0.0
YJR154W	0	0.0	0.0	0	0	0.0	0.0
THI11	0	0	0.0	0	0	1.047	0.0
HXT16	0	0.0	0.0	0	0	0.0	0.0
MPH3	0	0	0.0	0	0	0.0	0.0
SYN8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TPD3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAL018C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FUN26	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LTE1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDR3	0.0	-1.723	0.0	0.0	0.0	0.0	0.0
YBL005W-B	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALK2	0.0	0.0	-1.273	-1.544	-1.154	0.0	0.0
SCT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FMT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECM21	0.0	0.0	1.221	1.122	0.0	0.0	0.0
YBL101W-B	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RTG3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PKC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBL107C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECM33	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEC18	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBC4	1.32	1.995	1.622	1.479	0.0	0.0	1.1
RPL19A	0.0	0.0	-1.859	-1.607	-1.556	0.0	0.0
AAC3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RFC5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEC66	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UMP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SWD3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EHT1	0.0	0.0	1.191	1.129	0.0	0.0	0.0
FZO1	3.834	0	0	0	0	0	0
RPS6B	0.0	-1.139	-2.142	-2.16	-1.949	0.0	0.0
REI1	-2.827	-2.82	-3.032	-3.366	-2.397	-1.097	0.0
FMP21	1.035	1.89	2.295	1.736	1.056	0.0	0.0
YBR271W	-1.269	-2.097	-1.839	-2.197	-1.614	0.0	0.0
UBX7	0.0	1.284	1.428	1.516	0.0	0.0	0.0
RIF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBR277C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VAC17	0.0	0.0	0.0	-1.231	-1.078	0.0	0.0
CHA1	0.0	1.13	1.643	1.614	0.0	0.0	1.224
HMLALPHA1	0.0	0.0	0.0	0.0	-1.13	0	0.0
YCL068C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCL070/73C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCL075W	0.0	0.0	0.0	0.0	0.0	0	0.0
CPR4	0.0	1.167	1.152	0.0	0.0	0.0	0.0
RSA4	-2.355	-2.145	-4.048	-3.587	-1.931	0.0	0.0
YCR074C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCR076C	0.0	0.0	1.142	1.019	0.0	0.0	0.0
PTC6	0.0	1.525	1.634	1.109	0.0	0.0	0.0
SRB8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDL038C	0.0	0.0	0.0	0.0	0	0.0	0.0
NAT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SIR2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MTF2	0.0	0.0	0.0	0.0	0	0.0	0.0
NPC2	0.0	1.197	1.719	1.328	0.0	0.0	0.0
STP4	0.0	0.0	0.0	0.0	0	0	0
PPH21	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL35B	0.0	0.0	-1.412	-1.453	-1.131	0.0	0.0
RGT2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPO21	0.0	-1.086	0.0	0.0	0.0	0.0	0.0
CRD1	0.0	1.12	1.101	0.0	0.0	0.0	0.0
YDL144C	0.0	0.0	0.0	0.0	0	0	0.0
PTP1	0.0	1.099	0	0.0	0.0	0.0	0
OST4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GYP7	1.053	1.164	0	0.0	0.0	0.0	0.0
PHO13	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GUD1	0.0	1.006	0	1.29	0.0	0.0	0.0
LRG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SHU2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VPS41	0.0	0.0	0.0	0.0	0.0	0.0	0.0
STN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TVP23	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SSS1	0.0	0.0	0.0	0.0	-1.322	0.0	0.0
SLU7	0.0	1.171	0.0	0.0	0.0	0.0	0.0
HMO1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NGG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SDH4	1.154	2.331	2.489	2.252	1.033	0.0	0.0
SCC2	0.0	0.0	0.0	0.0	0	0.0	0.0
CDC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATC1	-2.139	-2.325	-3.745	-3.004	-1.647	0.0	0.0
DON1	0.0	0	0.0	0.0	0	0.0	0.0
YDR274C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BSC2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PMP3	0.0	1.313	1.29	0.0	0.0	0.0	0.0
YDR278C	0.0	0	0.0	0.0	0	0.0	0.0
RRP45	0.0	0.0	-1.069	-1.315	-1.472	0.0	0.0
YDR366C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YPR1	0.0	1.171	1.207	0.0	0.0	0.0	0.0
YDR370C	0.0	0.0	0.0	-1.189	-1.104	0.0	0.0
VPS74	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR374C	0.0	0	0.0	0.0	0	0	0.0
ARH1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRPL28	0.0	0.0	1.065	1.156	0.0	0.0	0.0
SPP41	0.0	0	0	0.0	0.0	0.0	0.0
PKH3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TLG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UGO1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRS31	0.0	0.0	0.0	0.0	0.0	0.0	0
VAC8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EDC3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL0171C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EAF5	0.0	0	0.0	0	0	0	0
YEL020C	0.0	0.0	1.534	0	0	0	0
GEA2	0.0	0.0	0.0	0	0	0	0
CHZ1	0.0	0.0	0.0	0.0	0.0	0.0	1.438
FIR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YER034W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARB1	0.0	-1.138	-1.441	-1.429	0.0	0.0	0.0
KRE29	1.852	2.486	1.963	2.516	1.02	1.295	1.73
GLN3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YCK3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RSP5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCP5	-1.271	-2.534	-2.809	-2.38	-1.464	0.0	0.0
SAK1	0.0	-1.442	0.0	0.0	0.0	0.0	0.0
RPS26B	0.0	0.0	-1.816	-1.733	-1.954	0.0	0.0
GLC7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
STE2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAF16	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGX1	0.0	0	0	1.183	0.0	0.0	0.0
YFL032W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YFL034W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPO41	0.0	0.0	1.249	1.27	0.0	0.0	0.0
HXK1	3.777	5.157	5.916	4.876	2.024	0.0	1.651
IRC7	0.0	0.0	0.0	0.0	-1.04	0.0	-1.14
YFR057W	0.0	0.0	0	0	0.0	0.0	0.0
ERP6	0	0.0	0.0	0.0	0.0	0.0	0.0
RPN14	0.0	0.0	1.227	1.144	0.0	0.0	0.0
PMC1	1.265	1.302	1.62	1.303	0.0	0.0	0.0
NUP145	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAN2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TOS8	1.611	1.263	1.343	1.193	0.0	0.0	0.0
USE1	0.0	0.0	0.0	0.0	0.0	-1.345	0.0
SEH1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGL102C	0.0	0.0	-1.212	-1.538	-1.406	0.0	0.0
YGL188C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDC55	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IME4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HOS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DSD1	0.0	1.086	0.0	0.0	0.0	0.0	0.0
YIP4	0.0	1.039	1.24	0.0	0.0	0.0	0.0
YGR021W	0.0	0.0	1.12	1.175	0.0	1.195	1.006
MTL1	1.108	1.59	2.163	1.462	0.0	0.0	0.0
YGR025W	0.0	0.0	0.0	0	0.0	0.0	0.0
RPS25A	0.0	0.0	-1.27	-1.591	-1.563	0.0	0.0
ERV1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGR031W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGR117C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NUP57	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MEP1	0.0	1.045	1.422	0.0	1.122	0	0.0
PPT1	0.0	-1.939	-3.43	-3.172	-1.79	0.0	0.0
YGR125W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGR127W	1.386	1.84	2.197	2.089	0.0	0.0	0.0
RTA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RSM27	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCH1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YGR219W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TOS2	0.0	0.0	0.0	-1.273	0.0	0.0	0.0
HSV2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU2	0.0	0.0	-1.423	-1.186	0.0	0.0	0.0
RPS20	0.0	0.0	0.0	-1.288	-1.719	0.0	0.0
YHL017W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
APM2	0.0	1.312	1.308	1.162	0.0	0.0	0.0
AIM17	4.157	5.579	5.843	5.503	3.213	2.019	1.723
RMD11	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MED6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VMA22	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPP1	-1.134	0.0	-1.86	-1.903	0.0	0.0	0.0
SSZ1	0.0	0.0	0.0	-1.038	0.0	0.0	0.0
SSF1	-1.323	-2.867	-3.525	-3.053	-1.213	0.0	0.0
DYS1	0.0	0.0	0.0	-1.268	-1.131	0.0	0.0
SPO12	0.0	1.374	0.0	0.0	0.0	0.0	1.321
RTT107	0.0	0.0	0.0	0.0	0.0	0	0
LIN1	0.0	0.0	0.0	0.0	0.0	0.0	0
KEL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PEX18	0	0.0	1.421	0.0	0.0	0.0	0
YHR162W	0	0	0	0	0	0	0
YIL029C	0	0.0	0.0	0.0	0.0	0.0	0
ULP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BCY1	0.0	1.371	1.932	1.617	0.0	0.0	0.0
CKA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRM2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TED1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
STH1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MET18	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASG1	0.0	-1.281	0.0	0.0	0.0	0.0	0.0
CSM2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FLX1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OM45	2.574	4.113	4.711	4.499	2.258	2.301	2.133
PRE3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COX16	0.0	0.0	0.0	0.0	0	0.0	0.0
CYR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YJL007C	0.0	0.0	0.0	0.0	0.0	-1.051	0.0
YJL009W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPC17	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SAP185	-1.189	-2.44	-2.759	-1.93	0.0	0.0	0.0
LSB6	0.0	1.123	1.232	1.043	0.0	0.0	0
MEF2	0.0	1.621	1.76	1.583	0.0	0.0	0
PAM16	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IME2	0	1.028	1.222	0.0	0.0	0.0	0
PRM10	1.02	1.319	1.416	1.181	0.0	0.0	0
CDC6	0	0	0	0	0	0	0
ELO1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHO90	0.0	-2.463	-2.413	-2.328	-1.116	0.0	0.0
ACO2	0.0	-2.352	-3.818	-2.409	0.0	0.0	0.0
YJL202C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RCY1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARP3	0.0	0.0	1.418	0.0	0.0	0.0	0.0
YAE1	0.0	0	0.0	0.0	0	0.0	0.0
HAM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YJR071W	0.0	-2.497	-3.622	-3.217	-1.795	0.0	0.0
OPI3	0.0	2.189	2.718	2.532	2.212	1.379	0.0
HOC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YJR162C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DID4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AUR1	0.0	-1.616	-1.926	-2.046	-1.413	0.0	0.0
YKL006BC	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAP1	0.0	1.201	0.0	1.008	0.0	0.0	0.0
MRT4	-1.615	-2.72	-3.862	-3.542	-2.346	0.0	0.0
YJU2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YKL097C	0.0	0	0.0	0.0	0.0	0.0	0
YKL098W	0.0	0.0	0.0	0.0	0.0	0.0	0
YKL100C	0.0	1.127	1.856	1.491	0.0	0.0	0.0
YKL102C	0	0	0.0	0.0	0.0	0	0
GFA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACP1	0.0	0.0	1.039	0.0	0.0	0.0	0.0
MST1	2.954	0	0	0	0	0	0
YKT6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTK1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MNN4	0.0	1.108	0.0	0.0	1.228	0.0	0.0
KTR2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LAS1	0.0	0.0	-1.326	-1.11	0.0	0.0	0.0
PAM17	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPT2	1.398	1.847	2.822	2.373	1.277	0.0	0.0
MET1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DRE2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FRE6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLL053C	0.0	0	0.0	0.0	0.0	0	0.0
YCT1	1.507	1.244	1.201	0.0	0.0	0.0	0.0
JLP1	0.0	0	0.0	0.0	0.0	0.0	0.0
YLL059C	0.0	0.0	0.0	0.0	0.0	0	0.0
MMP1	0.0	0.0	0.0	-1.204	0.0	0.0	0.0
MRPL4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR437C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TSR2	0.0	-2.312	-2.95	-2.628	-1.607	0.0	0.0
CNA1	0.0	0.0	0.0	0.0	-1.012	0.0	0.0
ATG23	0.0	0	0.0	0.0	0.0	0.0	0
CRN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GAS2	0.0	0	0.0	0.0	0.0	1.352	1.073
SPO77	0.0	0	0.0	0.0	0.0	0.0	0
YLR339C	0.0	0.0	0.0	-1.626	-1.597	0.0	0.0
VRP1	0.0	0.0	1.803	1.515	1.185	0.0	0.0
NUP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS25B	3.854	0	0	0	0	0	0
IRC20	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR243W	0.0	0.0	-1.417	-1.078	0.0	0.0	0.0
YLR241W	0.0	0.0	1.652	1.262	0.0	0.0	0.0
LIP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THI7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCD1	1.434	0	1.476	1.316	0.0	0.0	0.0
YLR149C	2.798	3.684	4.616	4.196	2.173	0	0.0
SMD3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RMP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR143W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RRN5	0	0.0	0	0.0	0.0	0.0	0.0
YLR464W	0.0	-1.164	0.0	0.0	0.0	0.0	0.0
YRF1-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YPT7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YML003W	0.0	1.445	1.241	0.0	0.0	0.0	0
TRM12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YAP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YML108W	0.0	0.0	-1.694	-1.195	0.0	0.0	0.0
COQ5	0.0	0.0	1.216	1.32	0.0	0.0	0.0
CTK3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TAF8	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATR1	3.15	0	0	0	0	0	0
NGL3	1.448	0	2.503	1.953	1.115	1.036	0.0
NAM7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YMR082C	1.626	0	0	0	0	0	0
YMR086W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YMR090W	1.065	2.465	3.078	2.946	1.72	1.101	0.0
AIP1	0.0	1.142	1.666	1.484	0.0	1.199	0.0
YMR187C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCV2	0	0	0	0	0.0	0	0
SPG5	0.0	1.177	1.626	1.071	0.0	1.005	0
MRPL24	0.0	1.134	0.0	1.042	0.0	0.0	0
YMR196W	0	4.38	5.12	4.798	0	0	0
CIK1	0.0	0.0	0.0	0.0	0	0.0	0.0
JNM1	0.0	0.0	0.0	0.0	0	0.0	0.0
LCB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LIP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADE4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YME2	0.0	0.0	1.323	1.528	0.0	0.0	0.0
UBP15	0.0	1.284	1.8	1.562	0.0	0.0	0.0
AQR1	-2.231	-1.978	-1.834	-1.726	0.0	0.0	-1.174
RPL9B	0.0	-1.027	-2.389	-2.348	-1.571	0.0	0.0
RPL16B	0.0	0.0	-1.415	-1.976	-1.761	0.0	0.0
LAT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSK1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IMP4	-1.428	-2.664	-3.86	-3.164	-2.073	0.0	0.0
CBK1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIA1	0.0	-1.921	-1.311	-1.028	0.0	0.0	0.0
YNL165W	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SKO1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PSD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YNL171C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SIP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATX1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ORC5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YIF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IST1	0.0	1.172	0.0	0.0	0	0.0	0.0
PIK1	0.0	0.0	0.0	0.0	0	0	0.0
YNR014W	3.68	4.114	4.132	3.411	0	0	0
ACC1	0.0	0.0	0.0	0	0	0	0
AIM38	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATP23	0.0	0.0	0.0	0.0	0	0	0
MRPL50	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YNR024W	0.0	-1.015	-2.082	-1.11	0	0.0	0.0
MSE1	0.0	0.0	0.0	0.0	0	0.0	0.0
YOL035C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOL037C	0.0	0.0	0.0	0.0	0.0	0.0	0
RPP2A	0.0	0.0	-1.387	-1.908	-1.706	-1.006	0.0
NOP12	0	0	-1.234	0	0	0	0
NTG2	0.0	0	0.0	0.0	0	0.0	0.0
YGK3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALR1	0.0	-1.709	-1.297	-1.455	0.0	0.0	0.0
GAS4	1.099	0	0	0.0	0	0	0
YOL134C	0.0	1.188	0.0	0.0	0.0	0.0	0.0
PFK27	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOL138C	0.0	0.0	0.0	0.0	0	0.0	0
ASE1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR060C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR062C	0	0.0	0.0	0.0	0.0	0.0	0.0
YNG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSA1	0.0	0.0	0.0	0.0	0	0.0	0.0
VAM10	0.0	0.0	0.0	0.0	0	0.0	0.0
SLP1	0.0	-1.154	-1.18	0.0	0.0	0.0	0.0
NFI1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PET123	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MTR10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YRR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YOR164C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMA16	0.0	-1.279	-2.343	-1.831	0.0	0.0	0.0
SEC63	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRE2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNT3	0.0	0	0.0	0.0	0	0	0.0
GCD1	0.0	-1.333	-1.101	-1.113	0.0	0.0	0.0
REV1	0.0	0.0	0.0	0.0	0.0	0	0
PUT4	0	0	0	0	0	0	0
MNE1	0	0.0	0.0	0.0	0	0	0
YOR352W	0	2.09	1.711	1.239	0	0	0
MSC6	0	0.0	0.0	0.0	0	0	0
YOR356W	0	0	0	1.186	0	0	0
CAM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MNN9	0.0	0.0	0.0	-1.257	0.0	0.0	0.0
OAZ1	0.0	0	0.0	0.0	0.0	0.0	0
LEE1	0	0	2.358	1.607	0	0	0
YPL056C	0	0	0.0	0	0	0	0
PDR12	0	0	0	0.0	0	0.0	0
POC4	0	0	0	0.0	0.0	0	0
NOP53	-1.521	-2.261	-3.196	-2.458	-2.116	0.0	0.0
PPT2	3.833	0	0	0	0	0	0
YPL150W	0.0	0	0.0	0.0	0	0	0
RRD2	0.0	1.321	1.315	1.128	0.0	0	0.0
PEP4	0.0	1.807	2.195	1.961	1.426	0.0	0.0
HSP82	1.578	3.071	2.988	3.132	2.024	2.616	2.17
IQG1	0.0	0.0	0.0	0.0	0	0	0.0
HUT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RBD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GAL4	2.219	0	0	0.0	0	0	0
ICY2	4.156	3.84	0	1.399	0.0	0	0
YPR053C	0.0	0.0	0.0	0.0	-1.215	0.0	0.0
SEC8	0	0.0	0.0	0.0	0	0.0	0.0
BRR1	0	0.0	0.0	0.0	0	0.0	0
YPR059C	0.0	0.0	-1.451	-1.192	0	0.0	0
JID1	0	0	1.145	0.0	0	0.0	0
YPR063C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NCE102	1.281	2.583	2.46	2.086	1.077	0.0	0.0
SUE1	0	0	2.315	1.663	0	0	0
YPR153W	0	0	0.0	0.0	0	0.0	0
NCA2	0	2.101	1.712	0.0	0	0	0
YPR157W	0	0	0	0.0	0	0	0
KRE6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEF1	0.0	0.0	0.0	0.0	0.0	0.0	0
BRN1	0.0	1.048	0.0	0.0	0.0	0.0	0
CHS2	0.0	0.0	0.0	0.0	0.0	0.0	0
UBP14	0.0	0.0	0.0	0.0	0.0	0.0	0
VPS15	0	0	0	0	0	0.0	0
IRA1	1.471	1.104	0.0	0.0	0.0	0.0	0
YFL-TYA	0.0	-2.451	0.0	0.0	0.0	0.0	0.0
BLM10	0	0.0	0.0	0.0	0	0.0	0.0
RIM15	0	0.0	0.0	0.0	0	0	0
PES4	0	0.0	0.0	0.0	0	0	0
SAP155	0.0	0.0	0.0	0.0	0	0	0
YFR057W	2.073	0	0	0	0	0	0
VPS13	1.175	0	0.0	0	0.0	0	0
NSE1	0.0	0.0	-1.118	-1.374	0	0.0	0
PET309	0.0	0.0	0.0	0.0	0	0.0	0
ACE2	0.0	0.0	0.0	0.0	0	0.0	0
YLR169W	0.0	0.0	0.0	0.0	0	0.0	0
ENT2	0.0	1.054	1.383	1.022	0.0	0.0	0.0
HHO1	0.0	0.0	0.0	0.0	0.0	0.0	0
YPL150W	0.0	0	0.0	0.0	0	0	0
CDC60	0.0	-1.545	-1.486	-1.587	0	0	0
REV3	0.0	0	0.0	0	0	0	0
PUS1	0.0	-2.607	-2.842	-2.481	0.0	0	0
FMP40	0	2.644	0	2.768	0.0	0	0
YFL013W-A	0	0	0	0	0	0	0
YOR304C-A	0	0	0	0	0	0	0
YAR066W	0	0	0	0	0	0	0
YIL014C-A	0	0	0	0	0	0	0
RPS30A	0	0	0	0	0	0	0
ADE17	2.03	0	0	0	0	0	0
SBH2	0.0	0.0	0.0	0.0	0	0.0	0.0
FCY22	0	0	0	0.0	0	0.0	0
AUA1	0.0	1.415	0.0	0.0	0	0.0	0.0
RPL2A	0.0	0.0	-1.843	-2.329	-1.475	0.0	0.0
RPC10	0.0	-1.458	-2.145	-1.697	-1.208	0.0	0.0
RPS30A	0.0	0.0	-1.269	-1.003	-1.37	0.0	0
SEC7	0.0	-1.216	0	0.0	0.0	1.848	0
CFT1	0.0	0.0	0.0	0.0	0.0	0.0	0
YRF1-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YEL007W	0.0	0.0	0.0	0.0	0	0.0	0
SWI4	0.0	0.0	0.0	0.0	0	0.0	0
YER160C	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CWH43	0	0.0	0	0.0	0.0	0	0
FAB1	0	0	0	0.0	0.0	0	0
